,Unnamed: 0,id,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,preview_url
9065,9065,3Rtv6zRNKpeSygXoaF9kCm,Metal,0.287,0.716,11,-5.653,0,0.0311,0.0381,3.24e-05,0.164,0.544,172.123,409800,4,https://p.scdn.co/mp3-preview/ccb855edb651fcd3be82fd005038b50e9474fa7d?cid=b1b7bb35faa34eac9690da4b561aa86f
9066,9066,28WmNsclKsrVmdv3tDmoYU,Metal,0.445,0.964,9,-5.493,1,0.282,0.037,0.0132,0.0773,0.448,140.817,414720,4,https://p.scdn.co/mp3-preview/d13ca85b2e12c3a9fa4b67cbb976ceff7e5fca42?cid=b1b7bb35faa34eac9690da4b561aa86f
9067,9067,4vJr55lngvhSM8WIh9CjQc,Metal,0.274,0.726,9,-11.541,1,0.0449,0.000212,0.0113,0.0993,0.426,146.449,422933,4,https://p.scdn.co/mp3-preview/b47ef0a218a31a9e4b34c0b0098212c5e28075f7?cid=b1b7bb35faa34eac9690da4b561aa86f
9068,9068,2l0h4aBFLp9HdoaNdCTlbW,Metal,0.226,0.978,9,-5.729,1,0.209,3.6e-06,0.533,0.0436,0.242,102.374,266773,4,https://p.scdn.co/mp3-preview/973f9ab7b99037b84d6294d8307df9bf70736158?cid=b1b7bb35faa34eac9690da4b561aa86f
9089,9089,2SrVGpjv0mqCR6j9EZPSm2,Metal,0.446,0.97,9,-5.004,0,0.0508,0.00754,0.000275,0.199,0.595,94.233,363587,4,https://p.scdn.co/mp3-preview/b542c73a4babe3002f8fbe6922566162c4509856?cid=b1b7bb35faa34eac9690da4b561aa86f
9095,9095,3wFGRek61NIF330UwJCI52,Metal,0.3,0.936,2,-5.399,1,0.0456,0.0337,0.021,0.158,0.756,133.065,271907,4,https://p.scdn.co/mp3-preview/53d1b487e9ac2d43dfeed40f9e442d315bdeac04?cid=b1b7bb35faa34eac9690da4b561aa86f
9096,9096,1HM7Vp84E4SMzdrZONg6bH,Metal,0.314,0.959,4,-4.657,0,0.0908,0.0263,0.000148,0.161,0.492,154.221,309640,4,https://p.scdn.co/mp3-preview/600009a64b058317f1c13c3a018026059a50463b?cid=b1b7bb35faa34eac9690da4b561aa86f
9097,9097,5qFxuUIAwJlzO60vqOiL7y,Metal,0.508,0.912,9,-8.049,0,0.0368,7.06e-05,0.403,0.0492,0.682,117.582,252693,4,https://p.scdn.co/mp3-preview/73952f06256dc1ea188621d97cd60dbbb9b0d6ea?cid=b1b7bb35faa34eac9690da4b561aa86f
9115,9115,3vhKrSxe3fRuS5Ogis76VO,Metal,0.368,0.917,6,-4.829,0,0.0772,0.147,0.000121,0.169,0.343,110.455,230760,4,https://p.scdn.co/mp3-preview/9ff88115af8a3a3f0f9cd5fa4a3b12ea2aba21bf?cid=b1b7bb35faa34eac9690da4b561aa86f
9116,9116,3CspfYGpqAqgbRqUuxmW0r,Metal,0.456,0.865,6,-4.607,0,0.0585,0.00609,0.000544,0.237,0.608,140.067,94571,4,https://p.scdn.co/mp3-preview/2f17b7699c0737319d166cac9391d28b15be03e1?cid=b1b7bb35faa34eac9690da4b561aa86f
9117,9117,2YTwVDQOSGclX2N3AKetOP,Metal,0.224,0.938,0,-6.907,1,0.408,0.00157,0.0765,0.106,0.327,203.79,432547,4,https://p.scdn.co/mp3-preview/8208d5819c12fa6061874e5d32f6341a9e224b8e?cid=b1b7bb35faa34eac9690da4b561aa86f
9118,9118,4nvYDy427VvA1TcEkdgZII,Metal,0.397,0.852,4,-6.348,1,0.0344,0.00024,0.000282,0.228,0.506,96.064,292720,4,https://p.scdn.co/mp3-preview/7055324f48d205e1bdd418b244ebdba687bef176?cid=b1b7bb35faa34eac9690da4b561aa86f
9119,9119,6UB9mShVLbMm0W4e6vud4C,Metal,0.481,0.928,11,-8.799,0,0.0672,0.00022,0.558,0.106,0.427,96.699,312360,4,https://p.scdn.co/mp3-preview/f8609b4123738dfa7da086f353a42e4a91e1b796?cid=b1b7bb35faa34eac9690da4b561aa86f
9126,9126,3FUS56gKr9mVBmzvlnodlh,Metal,0.457,0.779,7,-6.323,1,0.257,0.0185,2.04e-06,0.0247,0.734,86.573,313667,4,https://p.scdn.co/mp3-preview/c3977b73cfc8aa2165bc088e7d9607a400b8514d?cid=b1b7bb35faa34eac9690da4b561aa86f
9127,9127,5hkgrWxkobGtg30I7DsfVu,Metal,0.54,0.977,1,-3.409,1,0.0876,2.55e-05,0.0588,0.0533,0.211,106.907,212040,4,https://p.scdn.co/mp3-preview/8a48fc48292c7a6b755e98168e2fef9e03fb8582?cid=b1b7bb35faa34eac9690da4b561aa86f
9129,9129,65gcNKRkQQTiRmGwXCpDDx,Metal,0.652,0.943,8,-3.746,1,0.0724,0.000649,0.000439,0.0849,0.441,131.977,226000,4,https://p.scdn.co/mp3-preview/0f679b953ec3082c9428f6e51585f26db1254d9b?cid=b1b7bb35faa34eac9690da4b561aa86f
9137,9137,36ZvFmD6IuW1nawOBbpC8z,Metal,0.519,0.988,9,-2.914,0,0.0873,0.000232,0.00672,0.0938,0.411,100.018,243747,4,https://p.scdn.co/mp3-preview/51d81a0228daf873928f550952bf1180f7474fb3?cid=b1b7bb35faa34eac9690da4b561aa86f
9140,9140,1qhcUSJyKubL9ULXz9oJVB,Metal,0.572,0.961,7,-3.089,1,0.0625,0.000734,0.021,0.207,0.818,76.998,186600,4,https://p.scdn.co/mp3-preview/5b9f391e3967753e1c01dbb148f7c74ba00d5433?cid=b1b7bb35faa34eac9690da4b561aa86f
9155,9155,5DoTRJlzMaGAMHPTDrfvfW,Metal,0.565,0.968,1,-5.165,1,0.0568,1.33e-05,0.188,0.089,0.693,108.003,248906,4,https://p.scdn.co/mp3-preview/5f74dd5bafd426d40c3c91e175e77cc56c6f7e75?cid=b1b7bb35faa34eac9690da4b561aa86f
9159,9159,6QewNVIDKdSl8Y3ycuHIei,Metal,0.394,0.944,10,-6.506,0,0.0761,0.00178,4.54e-06,0.298,0.265,105.338,292581,4,https://p.scdn.co/mp3-preview/140dbc5942f12eeec92a28648e5b325ea71fb6ae?cid=b1b7bb35faa34eac9690da4b561aa86f
9202,9202,2WjO8esLemTbsqMEak07B9,Metal,0.564,0.868,2,-6.066,1,0.0947,0.000882,0.00385,0.111,0.585,178.12,260267,4,https://p.scdn.co/mp3-preview/d240bda651b37eb329f30ad091466f040aeb34e9?cid=b1b7bb35faa34eac9690da4b561aa86f
9208,9208,1BU4ky3CgfqdYmSBfJeV9j,Metal,0.57,0.99,1,-2.272,1,0.0876,0.00024,0.000379,0.111,0.374,106.909,183400,4,https://p.scdn.co/mp3-preview/7fa3d48a433722d304d3501091d3440edbb3582e?cid=b1b7bb35faa34eac9690da4b561aa86f
9209,9209,12nGRgtkjrqb3mvsEp4yKj,Metal,0.602,0.907,1,-5.587,1,0.0522,2.62e-05,0.00333,0.222,0.461,104.348,258427,4,https://p.scdn.co/mp3-preview/a31345b73778cfbcc2205d6c716b957a4229b08f?cid=b1b7bb35faa34eac9690da4b561aa86f
9210,9210,6GCd9oNLQG3CSpqSvc574x,Metal,0.633,0.773,4,-11.199,1,0.164,2.13e-05,0.93,0.0823,0.831,145.167,104533,4,https://p.scdn.co/mp3-preview/96a5fc85a8a9a1be622839050c55ef87b8de299f?cid=b1b7bb35faa34eac9690da4b561aa86f
9211,9211,5Pm9uuEL0q6aXSRT3161UP,Metal,0.576,0.989,2,-1.909,1,0.112,0.00252,0.0032,0.0243,0.352,135.093,283400,4,https://p.scdn.co/mp3-preview/02aafa61abaecb87667a3e664cbbfb3e9075f583?cid=b1b7bb35faa34eac9690da4b561aa86f
9248,9248,4ZqoKveUcVr33IPF7B98h6,Metal,0.504,0.972,5,-4.149,0,0.11,8.1e-05,0.0452,0.384,0.24,105.026,173800,4,https://p.scdn.co/mp3-preview/2fe2f686572724b92ea10910c566f68c182dfac9?cid=b1b7bb35faa34eac9690da4b561aa86f
9250,9250,5M4V45fWkpBq9ELxkG7Tnz,Metal,0.356,0.967,8,-4.518,1,0.0867,3.62e-05,0.0232,0.118,0.139,184.034,248733,3,https://p.scdn.co/mp3-preview/7db584507878131cf6bd8b23a0330ede802015cf?cid=b1b7bb35faa34eac9690da4b561aa86f
9251,9251,2V2ldMfYNetYjaM5ZjJQFO,Metal,0.496,0.996,3,-4.403,1,0.144,1.08e-05,0.000449,0.422,0.246,130.003,223291,4,https://p.scdn.co/mp3-preview/d4aa685c07ef239c02ccab188c8d2b4cde076667?cid=b1b7bb35faa34eac9690da4b561aa86f
9255,9255,7xcLEBPMj4vLqoF13r2T3h,Metal,0.531,0.983,8,-4.163,1,0.0735,5.59e-05,0.0439,0.155,0.253,120.048,209267,4,https://p.scdn.co/mp3-preview/0129215bed2a3c2eea0ce892beb381adbdd82d90?cid=b1b7bb35faa34eac9690da4b561aa86f
9256,9256,5s0cNBlq6bPoSWyY1yPlBC,Metal,0.497,0.986,7,-4.083,1,0.0937,8.79e-05,1.36e-06,0.0889,0.556,175.56,165863,3,https://p.scdn.co/mp3-preview/32e6679f94b971366b188e944836da81d96eb5a1?cid=b1b7bb35faa34eac9690da4b561aa86f
9268,9268,43amNeE19cIy2sifvYJMlS,Metal,0.433,0.972,5,-3.685,0,0.0558,3.87e-05,0.533,0.193,0.401,163.95,210333,4,https://p.scdn.co/mp3-preview/0d15417289b4ba83ba7ac2758e869aa3fc5723bb?cid=b1b7bb35faa34eac9690da4b561aa86f
9269,9269,3a9urnht8HvfFzPwd0ipx6,Metal,0.369,0.995,0,-2.584,0,0.12,7.6e-05,0.00589,0.241,0.27,185.985,250253,4,https://p.scdn.co/mp3-preview/8dcf298501526323431bc111a6caaf67666d3f51?cid=b1b7bb35faa34eac9690da4b561aa86f
9270,9270,6WrusttQhWlojn3WKlPTaY,Metal,0.469,0.976,0,-3.569,0,0.111,0.000287,0.217,0.0636,0.222,124.001,298107,4,https://p.scdn.co/mp3-preview/26c5e7957260d2997c7d5bcfa47e948bc2fc195d?cid=b1b7bb35faa34eac9690da4b561aa86f
9271,9271,6AjXt5W30GHH3pZPrYK6TH,Metal,0.508,0.963,8,-2.449,1,0.102,2.65e-05,9.38e-06,0.281,0.242,138.009,226013,4,https://p.scdn.co/mp3-preview/9440ea46ae1b1bca5c36eee96f537e5717a4d34c?cid=b1b7bb35faa34eac9690da4b561aa86f
9272,9272,2ShiXKmKaDmRlgIZAmfIvR,Metal,0.387,0.976,0,-4.145,0,0.0598,5.91e-05,0.0785,0.148,0.432,186.032,191973,4,https://p.scdn.co/mp3-preview/0b5f42e3efce3779df85b17556a87f57c7b6b7fa?cid=b1b7bb35faa34eac9690da4b561aa86f
9273,9273,1BiZpYGIWkZTSq6AOPST1q,Metal,0.544,0.992,1,-3.986,0,0.0839,5.94e-05,0.0,0.0649,0.512,90.979,201299,4,https://p.scdn.co/mp3-preview/a149147072611864ab72d5a4c3a2976e0d452986?cid=b1b7bb35faa34eac9690da4b561aa86f
9282,9282,4nMy2uqHa7VogsuXuVjAYX,Metal,0.311,0.984,8,-3.081,1,0.119,0.000249,1.61e-05,0.373,0.349,95.134,258280,4,https://p.scdn.co/mp3-preview/84925a5ea5d7afd20582358b1afbda8a6bdf7e32?cid=b1b7bb35faa34eac9690da4b561aa86f
9283,9283,55L9oL9HCSFY2iiiWgpXSe,Metal,0.397,0.978,7,-2.256,0,0.133,0.000718,1.47e-06,0.212,0.552,93.538,215533,4,https://p.scdn.co/mp3-preview/3623c298b0042623d1253c9a3244febe183d2ca0?cid=b1b7bb35faa34eac9690da4b561aa86f
9284,9284,7F1T5UqIGYTC2DgZsMtVHN,Metal,0.454,0.971,5,-2.462,1,0.0881,3.44e-05,2.04e-06,0.326,0.498,93.448,219467,4,https://p.scdn.co/mp3-preview/c9ca5c708e6b008df21b42b33b0571ffa0f529e3?cid=b1b7bb35faa34eac9690da4b561aa86f
9285,9285,4oOUU9JGGYU14GuA2EGtZu,Metal,0.131,0.894,2,-2.72,0,0.0636,0.000225,0.0,0.184,0.444,173.905,235960,4,https://p.scdn.co/mp3-preview/631c199be4da3efb25ded27696ed2de010663371?cid=b1b7bb35faa34eac9690da4b561aa86f
9286,9286,1ViE8QmmBwEMSsRurbO5TD,Metal,0.285,0.908,7,-3.999,0,0.195,0.00459,2.25e-06,0.0955,0.387,168.233,236333,4,https://p.scdn.co/mp3-preview/6f8c2e4277344b6ffa436a51d6df37b997da9851?cid=b1b7bb35faa34eac9690da4b561aa86f
9287,9287,7tFxCn0Qb75pbx993wqUIQ,Metal,0.359,0.994,2,-4.232,1,0.084,0.000116,5.89e-06,0.0816,0.16,100.146,266440,4,https://p.scdn.co/mp3-preview/f644fb4bfc032b7706e68ed7541ca75c5b88bfa8?cid=b1b7bb35faa34eac9690da4b561aa86f
9288,9288,3yg3PmtpVVGmgk2IFg8Ho9,Metal,0.417,0.992,7,-2.979,1,0.0876,0.000168,9.82e-05,0.319,0.473,98.22,245160,4,https://p.scdn.co/mp3-preview/ed65a556409f38c60d4778cd8a9e17068cb6f154?cid=b1b7bb35faa34eac9690da4b561aa86f
9289,9289,3skDnVXxO4RQSyEPAVSWFX,Metal,0.274,0.98,7,-4.768,1,0.0991,5.62e-05,0.00029,0.42,0.093,117.548,352133,4,https://p.scdn.co/mp3-preview/7e76992e4860e3d1732e0fa33bf57539a6c83e56?cid=b1b7bb35faa34eac9690da4b561aa86f
9290,9290,5tvdxJ8JpA9u4lKsLcUYKL,Metal,0.64,0.821,1,-7.522,1,0.0422,0.000331,0.919,0.273,0.594,105.059,257173,4,https://p.scdn.co/mp3-preview/9811d543c13e9ed579ecd0d13e464ec7f1c20e49?cid=b1b7bb35faa34eac9690da4b561aa86f
9291,9291,7eZbzL7QD69KAbOygX39lr,Metal,0.479,0.867,0,-6.627,1,0.0371,1.67e-05,0.921,0.0913,0.293,92.001,165893,4,https://p.scdn.co/mp3-preview/4b510788837734914bcba24867fdafb76808cbb0?cid=b1b7bb35faa34eac9690da4b561aa86f
9292,9292,1t7VssS676p12e1GKx2Rgr,Metal,0.509,0.936,8,-6.69,1,0.0686,2.84e-05,0.464,0.254,0.453,95.001,217400,4,https://p.scdn.co/mp3-preview/09b227591b4b5a331d5670f6ee81f2904e3f6e6d?cid=b1b7bb35faa34eac9690da4b561aa86f
9298,9298,5IX4TbIR5mMHGE4wiWwKW0,Metal,0.437,0.695,7,-9.447,1,0.0617,0.00111,0.0857,0.124,0.413,102.178,447440,3,https://p.scdn.co/mp3-preview/6e6f8324c485631dcfe1d23c664c1057428dcc6a?cid=b1b7bb35faa34eac9690da4b561aa86f
9299,9299,7csz4sW8pAL4M378czLtlD,Metal,0.485,0.967,10,-3.151,0,0.0909,0.000233,0.0,0.173,0.63,90.905,213933,4,https://p.scdn.co/mp3-preview/b3a469eb989d29b958cf2078ef7378e7fbd1e141?cid=b1b7bb35faa34eac9690da4b561aa86f
9304,9304,3IHyDrQOASm7R0WBamMJO8,Metal,0.611,0.792,0,-4.836,0,0.0327,4.04e-05,0.146,0.0587,0.477,92.609,318960,4,https://p.scdn.co/mp3-preview/9090e2c60adbb3bda4d5327bd25ec6fcbffc99c6?cid=b1b7bb35faa34eac9690da4b561aa86f
9305,9305,0Tp7uSZK21LZTbZRBNb9ud,Metal,0.445,0.802,4,-8.965,0,0.123,6.22e-05,0.00202,0.112,0.499,129.037,400613,4,https://p.scdn.co/mp3-preview/705002b21fea226404f0b31b2ce510bf03752da9?cid=b1b7bb35faa34eac9690da4b561aa86f
9306,9306,2517AuTvR5dMxc7IKG1ThD,Metal,0.455,0.936,11,-8.467,0,0.054,2.03e-05,0.0165,0.0821,0.686,96.427,313360,4,https://p.scdn.co/mp3-preview/eb88b29d6bdf4002dd360221358d9b605794a613?cid=b1b7bb35faa34eac9690da4b561aa86f
9315,9315,4zHrTVYP3jXooTbN9bsqkj,Metal,0.462,0.986,0,-2.829,1,0.133,0.000207,0.0014,0.164,0.047,93.981,183707,3,https://p.scdn.co/mp3-preview/ac44826eab5216b0d380bcd185698355416e6889?cid=b1b7bb35faa34eac9690da4b561aa86f
9320,9320,6uKBiE9XMSeyD62Ud86JQY,Metal,0.161,0.988,0,-2.8,1,0.0813,5.72e-05,0.0596,0.149,0.14,178.108,285080,3,https://p.scdn.co/mp3-preview/930abb08c253bf19825b56cd165e2573d1862a06?cid=b1b7bb35faa34eac9690da4b561aa86f
9321,9321,0mGfvN9vhKMz8bmjXiWJDL,Metal,0.384,0.998,5,-3.285,0,0.153,2.7e-05,0.00573,0.885,0.138,184.077,231173,4,https://p.scdn.co/mp3-preview/a574f76028c26745f6dd0a972e0c4b08f93ac877?cid=b1b7bb35faa34eac9690da4b561aa86f
9322,9322,3YuaBvuZqcwN3CEAyyoaei,Metal,0.614,0.568,7,-5.477,0,0.0276,0.00797,0.0,0.0997,0.516,107.849,293960,4,https://p.scdn.co/mp3-preview/46d898c23fb28b9f52abf78b794aa500988d2132?cid=b1b7bb35faa34eac9690da4b561aa86f
9330,9330,46tSt69Xw10Ej8Rn7wJmFt,Metal,0.536,0.928,1,-3.64,1,0.0498,0.000213,6.56e-05,0.0411,0.46,122.655,266240,4,https://p.scdn.co/mp3-preview/8c65f2b456d05a316d85a8e51bf738230181dbba?cid=b1b7bb35faa34eac9690da4b561aa86f
9332,9332,3JjZq20Kv6UphyyirAaY9A,Metal,0.163,0.977,4,-3.585,0,0.0591,3.64e-05,0.0052,0.0555,0.369,178.44,350644,4,https://p.scdn.co/mp3-preview/2fad6ff819eebf4bb0396f5ea3d95a78ff198101?cid=b1b7bb35faa34eac9690da4b561aa86f
9338,9338,2hYFCMj1OmXA6Zq5HxVlQG,Metal,0.458,0.969,7,-4.819,0,0.177,0.0018,0.00193,0.371,0.268,89.566,282920,4,https://p.scdn.co/mp3-preview/caae765db662522588bf820b6730e12fd968ace1?cid=b1b7bb35faa34eac9690da4b561aa86f
9339,9339,501CSzS4gwNOJnlWHuBt9r,Metal,0.666,0.942,7,-3.356,1,0.0591,0.00253,0.0,0.114,0.581,110.019,209067,4,https://p.scdn.co/mp3-preview/1a7ab9ef343948bfabd62d26970cdfa2a58d9c32?cid=b1b7bb35faa34eac9690da4b561aa86f
9340,9340,5L6PkcRdfQSJrRzRYhP15O,Metal,0.539,0.994,7,-3.248,0,0.0868,7.26e-05,0.636,0.566,0.148,95.053,170773,3,https://p.scdn.co/mp3-preview/e468558b7a8aa9e40f5243e346c31ea64325e706?cid=b1b7bb35faa34eac9690da4b561aa86f
9342,9342,2ykddKlnrxzo8gAozmOTFT,Metal,0.533,0.995,2,-3.424,1,0.112,0.000548,0.0,0.06,0.359,148.0,195091,4,https://p.scdn.co/mp3-preview/a4682c8da76136deec1d57f3bb00ff33a73e7413?cid=b1b7bb35faa34eac9690da4b561aa86f
9343,9343,5sICkBXVmaCQk5aISGR3x1,Metal,0.577,0.828,6,-8.691,0,0.0298,0.00213,0.0114,0.0581,0.604,123.257,331267,4,https://p.scdn.co/mp3-preview/333dcef73eb5aa95a58ff521fa63d14861dfe2f5?cid=b1b7bb35faa34eac9690da4b561aa86f
9348,9348,6ZsZxNP4Iwdyp3kd5oFFQN,Metal,0.423,0.795,2,-7.408,1,0.0374,0.000162,0.843,0.269,0.307,96.045,515080,5,https://p.scdn.co/mp3-preview/a9560cfccf6327c8931a3660096e82a803b2409c?cid=b1b7bb35faa34eac9690da4b561aa86f
9349,9349,7tvuLLroI0n6uYBWuFig5d,Metal,0.387,0.677,0,-8.399,1,0.084,0.00108,0.871,0.101,0.371,172.812,562707,3,https://p.scdn.co/mp3-preview/07e1829b14de50d0c286f294e13ea8c91f6dc1ce?cid=b1b7bb35faa34eac9690da4b561aa86f
9350,9350,2gbPu2QNqhnnqtfK3yyeZ0,Metal,0.475,0.831,9,-7.419,0,0.0505,0.000145,0.854,0.346,0.521,110.42,448613,3,https://p.scdn.co/mp3-preview/144cd0328313cfb4fb610cb8d93a5df390dfb13d?cid=b1b7bb35faa34eac9690da4b561aa86f
9351,9351,65ShmiE5aLBdcIGr7tHX35,Metal,0.506,0.877,0,-5.73,1,0.032,5.16e-05,0.776,0.0712,0.302,114.589,426680,5,https://p.scdn.co/mp3-preview/c4963394161797e4414a22d71070844633da0d30?cid=b1b7bb35faa34eac9690da4b561aa86f
9353,9353,78pkTZ0TwbYSec3V9SAwwZ,Metal,0.38,0.994,7,-4.638,1,0.124,0.000536,0.00128,0.0956,0.267,96.325,199881,4,https://p.scdn.co/mp3-preview/d6e1ba9e980bf17887905453dccd0524757c7c25?cid=b1b7bb35faa34eac9690da4b561aa86f
9354,9354,6YE778upskx23cF51xv4QB,Metal,0.293,0.997,4,-4.364,0,0.217,0.000463,3.95e-05,0.415,0.13,100.348,236360,4,https://p.scdn.co/mp3-preview/ba8a21705e0003a5a61a799c1e545107f48e5012?cid=b1b7bb35faa34eac9690da4b561aa86f
9355,9355,5qN14QubMlasPwqnAwvjen,Metal,0.443,0.993,11,-4.517,0,0.101,0.000456,0.0437,0.307,0.276,106.875,218093,4,https://p.scdn.co/mp3-preview/5a3e0aef0a0e52f564a364e582f2ad7028742136?cid=b1b7bb35faa34eac9690da4b561aa86f
9357,9357,5cxp9kjCFyJwzv3lzeX7ku,Metal,0.463,0.962,7,-6.43,1,0.0704,0.000233,0.109,0.0906,0.66,94.003,231573,4,https://p.scdn.co/mp3-preview/06affc3cdac63624c3796868a0a42c3a0a3b52a1?cid=b1b7bb35faa34eac9690da4b561aa86f
9358,9358,0BXHGOs401kof3HxHp6JfE,Metal,0.514,0.946,6,-3.856,0,0.0402,3.28e-05,0.00694,0.372,0.411,106.041,311800,4,https://p.scdn.co/mp3-preview/e3e53fe0fe35000ae4e9c837ba218d14394b748e?cid=b1b7bb35faa34eac9690da4b561aa86f
9359,9359,0RtYoUK6JwYeofPsaPsBD5,Metal,0.155,0.989,2,-3.889,1,0.0958,1.98e-05,0.0276,0.443,0.187,174.111,341187,4,https://p.scdn.co/mp3-preview/b88cfd9660bd7a34ae5ac76f296d448918038b9e?cid=b1b7bb35faa34eac9690da4b561aa86f
9360,9360,1CStnBrjVQ7WwCHjRplWUz,Metal,0.453,0.987,11,-2.298,0,0.0903,3.73e-05,2.25e-06,0.0576,0.336,160.035,334440,4,https://p.scdn.co/mp3-preview/893be12d3d8fc0146bad4bd0be0571ff13d3ed72?cid=b1b7bb35faa34eac9690da4b561aa86f
9361,9361,6IbggJ1HyjI1seGh9r14Ya,Metal,0.544,0.992,9,-3.329,1,0.0931,4.49e-05,9.68e-05,0.063,0.257,109.008,297053,4,https://p.scdn.co/mp3-preview/0365f2bcb2de70ddd1ad27168182f20401f3091e?cid=b1b7bb35faa34eac9690da4b561aa86f
9369,9369,0jHt88E5zeabxoTM3c0W1t,Metal,0.481,0.833,11,-5.619,0,0.079,0.000498,0.000857,0.265,0.265,120.079,337747,4,https://p.scdn.co/mp3-preview/1ed673e8b249d5db8643c123fe3e3a7d57b8daee?cid=b1b7bb35faa34eac9690da4b561aa86f
9389,9389,2sofatcLrRA6B6tju4a31K,Metal,0.614,0.707,1,-5.484,1,0.0519,0.00247,0.0975,0.101,0.711,159.976,256853,4,https://p.scdn.co/mp3-preview/dd1c77887802651164e2df462aa216480d90cee1?cid=b1b7bb35faa34eac9690da4b561aa86f
9392,9392,1jSrE27r42FFSbVcSHRCkl,Metal,0.591,0.719,3,-6.709,1,0.0422,0.00498,0.000105,0.0884,0.543,152.034,234640,4,https://p.scdn.co/mp3-preview/37af7f0702b44495fde9099cb3794524253cd438?cid=b1b7bb35faa34eac9690da4b561aa86f
9394,9394,0zOaovhrzV6ib10OEj18t1,Metal,0.462,0.933,2,-4.75,1,0.0549,4.25e-05,0.0804,0.0686,0.343,92.897,258913,4,https://p.scdn.co/mp3-preview/5a9887bf62d652e385b54eeccf1d5289e10e775b?cid=b1b7bb35faa34eac9690da4b561aa86f
9395,9395,5DooySfCD1xCJ49gQm9rx7,Metal,0.559,0.931,9,-5.863,1,0.0721,0.00318,1.24e-05,0.0624,0.644,90.911,190760,4,https://p.scdn.co/mp3-preview/75f97899c2d629f6a83a4c91531bf5cb24405042?cid=b1b7bb35faa34eac9690da4b561aa86f
9411,9411,6bBfqZW47dwndIfYQcB0VR,Metal,0.49,0.78,11,-8.535,0,0.131,0.000288,0.0196,0.108,0.387,108.137,296320,4,https://p.scdn.co/mp3-preview/490c6e2e733c29357724bc4ab46a4b4944d9836e?cid=b1b7bb35faa34eac9690da4b561aa86f
9412,9412,60a0Rd6pjrkxjPbaKzXjfq,Metal,0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143,216880,4,https://p.scdn.co/mp3-preview/40d41971c056daf99908b1dd1792b7f7b8e9c06d?cid=b1b7bb35faa34eac9690da4b561aa86f
9429,9429,1vxu8vMNshg5J8z3oA7QJZ,Metal,0.314,0.929,9,-6.238,1,0.105,2.03e-05,0.516,0.139,0.285,100.935,363680,4,https://p.scdn.co/mp3-preview/1faa755cfabfa60c067dde277e1031f3608799bf?cid=b1b7bb35faa34eac9690da4b561aa86f
9430,9430,0nLOl4fSiBZKGFla5pLUtf,Metal,0.335,0.849,0,-6.927,1,0.321,0.00193,0.254,0.0928,0.256,181.716,399267,3,https://p.scdn.co/mp3-preview/cb0d70ad5cd62af8f0d6e00953ed0c8ea2d6f89b?cid=b1b7bb35faa34eac9690da4b561aa86f
9431,9431,6fybp4N6eW3bsFAvARxyVe,Metal,0.518,0.938,8,-5.964,0,0.0416,0.021,0.000305,0.288,0.71,139.138,227800,4,https://p.scdn.co/mp3-preview/9092d30da2a9e171d9ab29616e229396235660d2?cid=b1b7bb35faa34eac9690da4b561aa86f
9432,9432,05RgAMGypEvqhNs5hPCbMS,Metal,0.526,0.978,8,-5.436,1,0.108,0.00122,4.75e-05,0.0744,0.451,141.167,210227,4,https://p.scdn.co/mp3-preview/67d068feb0fb7e3c89fc786a7bfa0032b77aff53?cid=b1b7bb35faa34eac9690da4b561aa86f
9433,9433,4tPHBRIPsB55nssjvKDbjj,Metal,0.292,0.931,4,-7.618,0,0.0919,4.27e-05,0.468,0.0901,0.427,90.61,496627,4,https://p.scdn.co/mp3-preview/04934633b4a1b7a4d58093877acbee7b68a8ea19?cid=b1b7bb35faa34eac9690da4b561aa86f
9434,9434,2HD5BWFthrNf2uFyEhi53d,Metal,0.365,0.67,9,-10.014,1,0.0386,0.00142,0.892,0.111,0.4,128.488,507227,4,https://p.scdn.co/mp3-preview/2558d4603544962f28bf5fb0eb33a4038af2248e?cid=b1b7bb35faa34eac9690da4b561aa86f
9435,9435,3n7b078PcVbHhUaYhBWIgZ,Metal,0.326,0.848,11,-10.567,0,0.167,0.000467,0.466,0.134,0.143,91.671,332465,4,https://p.scdn.co/mp3-preview/f3c1f8666d2aed5f9f6f9e84cf957da783417d1b?cid=b1b7bb35faa34eac9690da4b561aa86f
9436,9436,6YHB0Fvp1QfSmR5os8jexq,Metal,0.29,0.977,4,-5.487,1,0.169,0.000249,0.257,0.0801,0.166,100.919,395707,4,https://p.scdn.co/mp3-preview/85810eb634156be2d40eaa4c256c4b4f8b28ef4f?cid=b1b7bb35faa34eac9690da4b561aa86f
9442,9442,6Qb7YsAqH4wWFUMbGsCpap,Pop,0.815,0.582,5,-4.5,0,0.0532,0.0365,1.45e-06,0.138,0.671,123.03,209488,4,https://p.scdn.co/mp3-preview/5608f578347ae26c20bfebbad47a057eca7b3d5a?cid=b1b7bb35faa34eac9690da4b561aa86f
9446,9446,4BIyKFJ2pgh3eY7Hc4Ce0k,Pop,0.74,0.834,1,-3.483,0,0.0305,0.00871,0.0,0.0437,0.968,129.96,181933,4,https://p.scdn.co/mp3-preview/f9bdfaac99a8698bd0a484e0b3390e8550ed115c?cid=b1b7bb35faa34eac9690da4b561aa86f
