,Unnamed: 0,id,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,preview_url
9447,9447,472jZF9DQbbJlp6Zg58aai,Pop,0.574,0.885,1,-4.652,1,0.0464,0.257,0.0,0.0833,0.757,137.93,172935,4,https://p.scdn.co/mp3-preview/bc2841c763aef85856b3b40496f458416bf45000?cid=b1b7bb35faa34eac9690da4b561aa86f
9448,9448,3dj4wgM3cPeuLwMNHDuBon,Pop,0.731,0.861,8,-5.483,0,0.0532,0.0193,0.0,0.123,0.759,127.922,212649,4,https://p.scdn.co/mp3-preview/79974360a0c50f9ca60418e4daee587817f8bf61?cid=b1b7bb35faa34eac9690da4b561aa86f
9450,9450,6PcVlezWXunO2Bh78iEq0W,Pop,0.727,0.644,6,-5.514,0,0.0545,0.1,0.0,0.0896,0.688,111.078,163472,4,https://p.scdn.co/mp3-preview/cd1661e78c8d29a9b3b53155f6c8dbea851213dc?cid=b1b7bb35faa34eac9690da4b561aa86f
9455,9455,7JgNAnCjJvL8hBR1kmCOFF,Pop,0.736,0.483,8,-7.85,1,0.0682,0.505,1.39e-05,0.351,0.606,109.932,246813,4,https://p.scdn.co/mp3-preview/635b011d842a180d0a96f3d9e707ca3ef598bc9a?cid=b1b7bb35faa34eac9690da4b561aa86f
9464,9464,0tFRxPQHvAUMTbWYRJUo8R,Pop,0.707,0.811,8,-5.003,1,0.0338,0.0237,5.16e-06,0.153,0.672,113.022,180393,4,https://p.scdn.co/mp3-preview/8e292e579ec745ff793bf5c59d3995c542f524c8?cid=b1b7bb35faa34eac9690da4b561aa86f
9465,9465,48vIfHaK7by6x0T6ucpODL,Pop,0.514,0.658,6,-6.454,0,0.0414,0.216,0.00586,0.206,0.466,123.171,220552,4,https://p.scdn.co/mp3-preview/5486fc87047fef6a69a8f459de5d3048c1118206?cid=b1b7bb35faa34eac9690da4b561aa86f
9467,9467,1whAXVGN8AdfrnoXNIXfJf,Pop,0.61,0.599,1,-5.752,1,0.341,0.183,0.000124,0.0854,0.805,154.255,190393,5,https://p.scdn.co/mp3-preview/e203a699d23035d134e1cc69b0ba442b05f5d99a?cid=b1b7bb35faa34eac9690da4b561aa86f
9471,9471,6tNQ70jh4OwmPGpYy6R2o9,Pop,0.472,0.471,10,-5.692,1,0.0603,0.151,0.0,0.14,0.219,105.029,180304,3,https://p.scdn.co/mp3-preview/e213f23e6fe5938299eebbe364d06c1682a6619f?cid=b1b7bb35faa34eac9690da4b561aa86f
9472,9472,4R3AU2pjv8ge2siX1fVbZs,Pop,0.372,0.128,5,-12.997,1,0.0355,0.973,0.000315,0.0916,0.172,78.949,267867,4,https://p.scdn.co/mp3-preview/9e700841d0e97f825cf482a11d7bbe2f46a21b3c?cid=b1b7bb35faa34eac9690da4b561aa86f
9473,9473,01TnMXIy7mJJQ7E8uy937N,Pop,0.706,0.698,10,-5.679,1,0.0537,0.00298,0.00375,0.116,0.648,130.013,164284,4,https://p.scdn.co/mp3-preview/7faf86e041f0fc977545aadc2b4f852eb5f145d4?cid=b1b7bb35faa34eac9690da4b561aa86f
9474,9474,3qK48XK8WSH562jvp4vabM,Pop,0.681,0.748,0,-3.735,1,0.0393,0.0488,1.47e-06,0.128,0.722,120.003,167650,4,https://p.scdn.co/mp3-preview/26d4c58fff45d41ef31ab314dc83d8a784759350?cid=b1b7bb35faa34eac9690da4b561aa86f
9491,9491,5uQ3vWMDvHlm1KL3YcBPeE,Pop,0.553,0.513,6,-6.876,1,0.0359,0.611,0.000436,0.0957,0.182,125.004,164490,4,https://p.scdn.co/mp3-preview/645f9f704fda24ec0f6c01be7c9e811140a097b6?cid=b1b7bb35faa34eac9690da4b561aa86f
9492,9492,5pqG9n8GviAw4bKXL6iF5q,Pop,0.666,0.773,5,-5.515,0,0.0528,0.269,0.0,0.0959,0.809,100.108,146979,4,https://p.scdn.co/mp3-preview/5f1f76fe08e5b3e91d9552d5595a54999ee11d3c?cid=b1b7bb35faa34eac9690da4b561aa86f
9493,9493,5sSTJF2a8Ew2wxIW1mCBG5,Pop,0.595,0.806,2,-3.858,0,0.0446,0.109,0.0,0.149,0.456,112.921,191667,4,https://p.scdn.co/mp3-preview/29a2ffcd013cf2a0dfe460117957fd11209eac64?cid=b1b7bb35faa34eac9690da4b561aa86f
9494,9494,5qxOeTyWa0JAst5fqdrqgu,Pop,0.606,0.58,9,-5.337,0,0.0389,0.382,2.37e-06,0.665,0.34,136.989,260120,4,https://p.scdn.co/mp3-preview/a5a6b3fb0a136568682302f3678b8a46e290d584?cid=b1b7bb35faa34eac9690da4b561aa86f
9495,9495,16gu3zjAEer6t6c8qxaltf,Pop,0.534,0.585,1,-6.489,0,0.0601,0.204,0.00274,0.0885,0.396,129.852,222489,4,https://p.scdn.co/mp3-preview/3bd0ff876e63d0478f4ee0215a69ffa958b879f3?cid=b1b7bb35faa34eac9690da4b561aa86f
9496,9496,4f9wNNZET9wH7eMBgONd3d,Pop,0.841,0.624,4,-5.502,0,0.0419,0.0211,0.0,0.0788,0.93,120.03,182222,4,https://p.scdn.co/mp3-preview/6ca2f27fc8c72bc24ab6e0da483636c7e789a623?cid=b1b7bb35faa34eac9690da4b561aa86f
9506,9506,1bjeWoagtHmUKputLVyDxQ,Pop,0.411,0.619,1,-6.834,1,0.0368,0.62,0.0,0.11,0.337,177.937,186192,4,https://p.scdn.co/mp3-preview/74f603e906ab7a5409cf2edc6dda326ebe7c1d49?cid=b1b7bb35faa34eac9690da4b561aa86f
9515,9515,54fIT6FB4H6z3BJXQai1hm,Pop,0.671,0.818,5,-5.074,0,0.25,0.29,0.0,0.141,0.55,151.228,137507,4,https://p.scdn.co/mp3-preview/3a29836b9a774c3bb60fa01106b56d51024221f7?cid=b1b7bb35faa34eac9690da4b561aa86f
9518,9518,1xTzqBRcbLtLhJSiTjTifH,Pop,0.484,0.481,4,-5.048,1,0.0474,0.578,0.0,0.273,0.131,140.137,165923,4,https://p.scdn.co/mp3-preview/edff6457c1b7afec339dac9db8fc4f28d643ecaf?cid=b1b7bb35faa34eac9690da4b561aa86f
9519,9519,5EyxR5yEN3mohQ5EycOpII,Pop,0.597,0.679,2,-7.514,0,0.174,0.271,0.0,0.0968,0.498,149.068,155984,4,https://p.scdn.co/mp3-preview/b0f31089e38c814a8c6ffe4511fb15564e9eead6?cid=b1b7bb35faa34eac9690da4b561aa86f
9520,9520,1o8Z7GD1CeOaVBEyuzu4HO,Pop,0.481,0.539,4,-7.865,0,0.108,0.551,0.00539,0.12,0.621,153.277,186678,4,https://p.scdn.co/mp3-preview/ca58edf96434fe902d4ac82f91c578d9d8eccba5?cid=b1b7bb35faa34eac9690da4b561aa86f
9529,9529,6v4ABPB255HDSWyIj3S9Wn,Pop,0.752,0.793,9,-3.871,0,0.0423,0.0713,1.71e-05,0.135,0.725,129.992,160650,4,https://p.scdn.co/mp3-preview/4d6731c8f4228030dae93d16a924902bec98be22?cid=b1b7bb35faa34eac9690da4b561aa86f
9530,9530,116ORJSOi1UltDApfKABzj,Pop,0.633,0.663,8,-4.68,1,0.0362,0.0154,7.43e-05,0.0749,0.118,151.99,238563,4,https://p.scdn.co/mp3-preview/04b62c4cfb3f6fe11b4be089c248b8ebc08cbee1?cid=b1b7bb35faa34eac9690da4b561aa86f
9535,9535,5utUZ5nv6y6dR8irsnOQEj,Pop,0.451,0.754,10,-5.266,1,0.131,0.564,2.4e-06,0.311,0.379,158.344,175063,4,https://p.scdn.co/mp3-preview/0345d5d396acde47d814d8327d7b774e1024e1e6?cid=b1b7bb35faa34eac9690da4b561aa86f
9539,9539,4gBuBzYl2X0j38iKbo02Rl,Pop,0.652,0.691,1,-4.386,1,0.0299,0.422,0.0,0.214,0.36,99.93,169066,4,https://p.scdn.co/mp3-preview/1cc4cfbe9a6f6e5e48c981657f4ee87aeb695e90?cid=b1b7bb35faa34eac9690da4b561aa86f
9540,9540,0LMwmV37RCmBO2so0szAFs,Pop,0.576,0.776,3,-5.678,1,0.066,0.114,0.0,0.333,0.596,107.943,178273,4,https://p.scdn.co/mp3-preview/03bbf447d8f0101cff90c78b3ab0c4757c3bf27b?cid=b1b7bb35faa34eac9690da4b561aa86f
9545,9545,305JUOn2scJ85yXmf2zT2G,Pop,0.643,0.774,9,-4.525,1,0.0454,0.00843,0.0,0.0882,0.502,124.159,164783,4,https://p.scdn.co/mp3-preview/ca8f4f61f05d0205389cdc9a280d36251840f9d3?cid=b1b7bb35faa34eac9690da4b561aa86f
9546,9546,2EBtLxQSV8EHpk4gHoMnl3,Pop,0.33,0.184,3,-10.683,1,0.0401,0.903,0.0,0.11,0.188,82.895,201304,3,https://p.scdn.co/mp3-preview/248faef1b22a4b991a3b0cd4ae801acc23310b9d?cid=b1b7bb35faa34eac9690da4b561aa86f
9547,9547,36FZL9SzRh5BhtG1cUyGWr,Pop,0.53,0.609,5,-5.977,0,0.0625,0.233,7.75e-06,0.108,0.378,161.973,183473,4,https://p.scdn.co/mp3-preview/dd02d0f6f85c4ce9c5252455bafb3c8e473e064e?cid=b1b7bb35faa34eac9690da4b561aa86f
9549,9549,3p3pCKIXnOxqrqpYJejris,Pop,0.777,0.465,9,-9.052,0,0.0863,0.432,9.4e-05,0.19,0.609,128.167,152679,4,https://p.scdn.co/mp3-preview/eb3b5093af366451b318c223f841fa769ec15bed?cid=b1b7bb35faa34eac9690da4b561aa86f
9550,9550,3R9efKKQ6CcB6BjRguI2m5,Pop,0.776,0.664,4,-5.26,0,0.0716,0.298,5.58e-05,0.0889,0.599,127.449,153285,4,https://p.scdn.co/mp3-preview/cc795d9c033771df5d594c739396d70f3a44de6a?cid=b1b7bb35faa34eac9690da4b561aa86f
9552,9552,1XZy2eprbATl4AnL9Fpsw1,Pop,0.687,0.651,1,-4.756,1,0.0419,0.00296,0.26,0.0822,0.508,119.961,172246,4,https://p.scdn.co/mp3-preview/e8a7c6b5dd774877a96a90e502fa53bae573fcdb?cid=b1b7bb35faa34eac9690da4b561aa86f
9553,9553,4RXsi1oTj3uaqoRC9UrwGA,Pop,0.52,0.805,8,-3.706,1,0.0551,0.0451,0.0,0.0935,0.496,176.103,173240,4,https://p.scdn.co/mp3-preview/c2d16340f54ca825850adae6ba0f0323428526f3?cid=b1b7bb35faa34eac9690da4b561aa86f
9555,9555,535x8FTM99UR6ZhZN8BM4A,Pop,0.699,0.806,11,-3.907,0,0.118,0.088,0.0,0.077,0.903,189.835,133755,4,https://p.scdn.co/mp3-preview/9e511ada1ba11e867d8b75c202f7b4361b9a3c75?cid=b1b7bb35faa34eac9690da4b561aa86f
9562,9562,6f2nWEm8aqMxKZtlxsyxWD,Pop,0.63,0.283,9,-9.043,1,0.0368,0.773,1.88e-06,0.0966,0.405,142.772,174596,4,https://p.scdn.co/mp3-preview/78f34e0230d6b1014a4e1499066f9d489468d18a?cid=b1b7bb35faa34eac9690da4b561aa86f
9564,9564,6ofVkSSWsDcnzRCNwrvpXB,Pop,0.691,0.698,5,-6.201,0,0.108,0.303,7.39e-06,0.412,0.631,76.005,180923,4,https://p.scdn.co/mp3-preview/b5923fef638ac6bc185889aa13fff1ef75439837?cid=b1b7bb35faa34eac9690da4b561aa86f
9566,9566,6EGAYAiK2k89dKJNKf5avd,Pop,0.582,0.784,10,-5.997,1,0.0756,0.0574,0.0,0.307,0.519,101.936,166483,4,https://p.scdn.co/mp3-preview/8267044c9355043f5e3c2380bf9988161187a72b?cid=b1b7bb35faa34eac9690da4b561aa86f
9568,9568,7ijN634pExtKjNIm7vvvAa,Pop,0.451,0.536,5,-5.677,1,0.071,0.606,1.68e-06,0.109,0.287,125.3,208280,4,https://p.scdn.co/mp3-preview/0331b0d3b280ed556423c7034f33e1331120e3cc?cid=b1b7bb35faa34eac9690da4b561aa86f
9569,9569,3jIKNn0CbeTkhgeYiQSn8x,Pop,0.639,0.878,0,-4.074,1,0.236,0.21,1.09e-06,0.289,0.672,169.882,151000,4,https://p.scdn.co/mp3-preview/2ab6f71f30f3542fcbf5e198d995ec748562f31e?cid=b1b7bb35faa34eac9690da4b561aa86f
9570,9570,0Ae4YMelaM5V6uWa5HNyKw,Pop,0.469,0.79,6,-6.338,1,0.0418,0.00346,0.0,0.106,0.263,124.001,187258,4,https://p.scdn.co/mp3-preview/8b3c930fa869caf82376f33574ac6c7ff0295a16?cid=b1b7bb35faa34eac9690da4b561aa86f
9571,9571,1uMo2HFIfKc3NJVl73L1zj,Pop,0.679,0.846,1,-4.44,0,0.0524,0.0488,1.78e-05,0.154,0.567,140.045,230160,4,https://p.scdn.co/mp3-preview/ecfde809c3a577defdf1631608c9c00a75f753d2?cid=b1b7bb35faa34eac9690da4b561aa86f
9572,9572,1TbxAY9cb9MbvTifjcvSkJ,Pop,0.59,0.506,2,-5.7,1,0.0596,0.652,0.466,0.375,0.356,115.051,194783,4,https://p.scdn.co/mp3-preview/c7fd7fcc234635ec7be12285ab181ac568057117?cid=b1b7bb35faa34eac9690da4b561aa86f
9574,9574,2TpHdNgZWRCqmZ2iPG90fJ,Pop,0.659,0.331,8,-10.327,1,0.115,0.735,0.000204,0.176,0.333,180.063,131999,4,https://p.scdn.co/mp3-preview/e26a0628d6ad5617f8c3405d11ea31bca38f5071?cid=b1b7bb35faa34eac9690da4b561aa86f
9575,9575,3WID8m6M9eEQ1w1k486vMc,Pop,0.718,0.79,1,-5.229,1,0.0857,0.351,0.00222,0.15,0.525,103.057,216845,4,https://p.scdn.co/mp3-preview/86aafde79287879c0f232f9667e83a7f49b6d9ce?cid=b1b7bb35faa34eac9690da4b561aa86f
9576,9576,0CHxU4Tu8pYaqbIcBMMKov,Pop,0.758,0.64,0,-7.156,1,0.0424,0.124,4.98e-06,0.0836,0.782,154.033,165509,4,https://p.scdn.co/mp3-preview/f219d78362f6d14e8805565d47d28903bfc00fc2?cid=b1b7bb35faa34eac9690da4b561aa86f
9579,9579,6mbeLmisQkm2lyAbinPunm,Pop,0.63,0.432,10,-8.298,1,0.0325,0.503,0.0,0.29,0.271,144.809,207343,4,https://p.scdn.co/mp3-preview/06586f3e81f02d3844ebf5e54dbf948dcc5028ad?cid=b1b7bb35faa34eac9690da4b561aa86f
9581,9581,7uJkYfpWvJiiBGsChnk56I,Pop,0.821,0.732,1,-3.141,0,0.0749,0.0868,0.0,0.331,0.802,105.078,153223,4,https://p.scdn.co/mp3-preview/afe7c9943e28ffa371d9b77610c639af4b179463?cid=b1b7bb35faa34eac9690da4b561aa86f
9582,9582,5QJeFlKzkSXiIOBD5HyGFP,Pop,0.514,0.708,4,-6.437,0,0.0962,0.0264,0.0,0.565,0.219,109.875,153835,4,https://p.scdn.co/mp3-preview/dd8deaa2eda1455c7264036c92791bb8ba72cc99?cid=b1b7bb35faa34eac9690da4b561aa86f
9583,9583,68zmVEhY9iI1WumxzVqAoi,Pop,0.342,0.397,0,-8.781,1,0.0381,0.638,0.0,0.0977,0.181,160.906,177905,3,https://p.scdn.co/mp3-preview/46cf404c0b9e1d70915cf981b130f78f2444e8c7?cid=b1b7bb35faa34eac9690da4b561aa86f
9584,9584,3KtqBwqDbjxjXmJQ2gmtzW,Pop,0.74,0.793,10,-4.487,1,0.0288,0.237,0.0,0.225,0.692,127.967,156094,3,https://p.scdn.co/mp3-preview/0c696449ca0678e2dd269ca1485d52592e143fbc?cid=b1b7bb35faa34eac9690da4b561aa86f
9585,9585,79HlmezH9GAca2eY8gWQET,Pop,0.517,0.394,2,-9.893,1,0.0307,0.421,0.0,0.0734,0.272,80.114,177468,4,https://p.scdn.co/mp3-preview/2503f56991eb8681cb696f92ed54702c93858f45?cid=b1b7bb35faa34eac9690da4b561aa86f
9586,9586,4Skkx52Dh8yo4G1ijAEGs3,Pop,0.586,0.439,0,-7.993,1,0.0346,0.715,0.0,0.117,0.365,122.877,199756,4,https://p.scdn.co/mp3-preview/16e2b64ebcb3579734c620b51000d54172b6a04b?cid=b1b7bb35faa34eac9690da4b561aa86f
9587,9587,4faeDCVIs5DTkV7Qjy2i1H,Pop,0.579,0.317,9,-10.382,1,0.0345,0.719,0.000167,0.0856,0.343,92.9,180247,3,https://p.scdn.co/mp3-preview/a8a05127f9c36545e785d9e756282f172f132cc3?cid=b1b7bb35faa34eac9690da4b561aa86f
9588,9588,6efhAWCL5nLpIHvOwojuMr,Pop,0.512,0.776,1,-4.782,1,0.0342,0.101,0.0,0.0904,0.262,147.042,195709,4,https://p.scdn.co/mp3-preview/c41eaa1db704903d1c4652f51b465c3e709baec3?cid=b1b7bb35faa34eac9690da4b561aa86f
9590,9590,6BrfgV35h3NfTtIdMqhmFQ,Pop,0.777,0.639,2,-5.701,1,0.0289,0.0117,0.000222,0.209,0.601,105.014,151143,4,https://p.scdn.co/mp3-preview/1db88c59912a23ffd6e7c1657411d165ea6176d9?cid=b1b7bb35faa34eac9690da4b561aa86f
9591,9591,1CcLA0eaauck34YEIrvAAq,Pop,0.657,0.914,0,-4.513,0,0.0523,0.0526,6.32e-06,0.109,0.502,139.989,147433,4,https://p.scdn.co/mp3-preview/082f3e35b4ffbf7751deac28c70e27a84cab7ed3?cid=b1b7bb35faa34eac9690da4b561aa86f
9595,9595,3R4mUtY9p1yl5YHomb9ix4,Pop,0.68,0.672,7,-7.912,1,0.208,0.0197,3.95e-06,0.296,0.761,133.786,123134,4,https://p.scdn.co/mp3-preview/7f896f3cf0f0351309a55407e9a063558a93a7f0?cid=b1b7bb35faa34eac9690da4b561aa86f
9597,9597,3JhpAudiaS7sjVGnL09fx2,Pop,0.799,0.837,11,-5.681,0,0.47,0.027,0.0,0.109,0.531,117.19,199498,4,https://p.scdn.co/mp3-preview/114e3d0018e906b5a298552c59045a5c90928d53?cid=b1b7bb35faa34eac9690da4b561aa86f
9598,9598,6eI8B3QW20P68MCYMb4Etd,Pop,0.665,0.719,1,-6.897,1,0.0328,0.384,0.0,0.118,0.491,112.473,162224,4,https://p.scdn.co/mp3-preview/bef03b3c798b0570c4beb6406db3f1f50ca3b4ed?cid=b1b7bb35faa34eac9690da4b561aa86f
9599,9599,4QEPzal4aQA3vAHvbxy8u4,Pop,0.686,0.773,8,-5.251,1,0.071,0.317,0.000177,0.317,0.967,164.996,191388,4,https://p.scdn.co/mp3-preview/f4f6eec1c8071fac9edd8400da8a68666a80e544?cid=b1b7bb35faa34eac9690da4b561aa86f
9600,9600,3eGIiMTMZduPDb4MN0NTqD,Pop,0.553,0.513,7,-5.834,1,0.03,0.0313,0.0,0.314,0.266,110.2,177141,3,https://p.scdn.co/mp3-preview/48aa43a0597c0608a64df452193d4f9f1c4b84ab?cid=b1b7bb35faa34eac9690da4b561aa86f
9602,9602,6KX5lORRwSuUWyXpMlJ8Hs,Pop,0.637,0.719,6,-6.783,1,0.0291,0.00577,1.55e-05,0.145,0.32,120.097,149366,4,https://p.scdn.co/mp3-preview/e7ba9619042d30edc9d59fe8b4b0fa24988178d4?cid=b1b7bb35faa34eac9690da4b561aa86f
9603,9603,34Yl756FwYuZldE9xnshj5,Pop,0.542,0.578,10,-6.094,0,0.0501,0.533,0.00756,0.556,0.399,143.646,113604,4,https://p.scdn.co/mp3-preview/8c539af37b0d047987c37ce4ff59ce16b15746bd?cid=b1b7bb35faa34eac9690da4b561aa86f
9614,9614,6NIlYycjhvtKGKtiABymF3,Pop,0.665,0.689,7,-4.816,1,0.038,0.0219,0.00249,0.321,0.484,177.937,150413,4,https://p.scdn.co/mp3-preview/3b3b1d74076e14271c47edd6a75ca79eabe68e04?cid=b1b7bb35faa34eac9690da4b561aa86f
9615,9615,5PIhpG2ax06QpBLRqlYQql,Pop,0.776,0.796,5,-4.063,0,0.037,0.0318,0.0,0.39,0.548,123.983,175161,4,https://p.scdn.co/mp3-preview/3a8df84f2fb0d7fecaa17109c85132aec3a5b41f?cid=b1b7bb35faa34eac9690da4b561aa86f
9617,9617,5UC5kPr4qlY0PDrGwE31zA,Pop,0.537,0.326,8,-12.839,0,0.0334,0.284,0.0238,0.061,0.102,99.924,275277,4,https://p.scdn.co/mp3-preview/bb2d3aba0cc5d2d9044fc3125f911e217741faa8?cid=b1b7bb35faa34eac9690da4b561aa86f
9618,9618,5mHdCZtVyb4DcJw8799hZp,Pop,0.538,0.742,2,-5.355,1,0.114,0.138,4.67e-05,0.0934,0.25,96.107,272373,4,https://p.scdn.co/mp3-preview/8a8fcaf9ddf050562048d1632ddc880c9ce7c972?cid=b1b7bb35faa34eac9690da4b561aa86f
9619,9619,6usohdchdzW9oML7VC4Uhk,Pop,0.561,0.604,9,-4.409,1,0.0337,0.199,1.9e-05,0.104,0.242,159.92,210689,3,https://p.scdn.co/mp3-preview/51e51cc257e4186893b1923abf42fdaabbeeda37?cid=b1b7bb35faa34eac9690da4b561aa86f
9623,9623,1rrqJ9QkOBYJlsZgqqwxgB,Pop,0.792,0.503,1,-8.044,1,0.0626,0.0369,0.00057,0.0959,0.381,99.97,185093,4,https://p.scdn.co/mp3-preview/f87b2b06b424db98dadd5604d5562e593f483f60?cid=b1b7bb35faa34eac9690da4b561aa86f
9624,9624,4kfSXPK13aXkLzuz02hCSC,Pop,0.746,0.705,6,-3.558,0,0.0332,0.275,0.0,0.216,0.858,111.013,129687,1,https://p.scdn.co/mp3-preview/2988a51e706f891d4ed1d60a3e4660c30906135e?cid=b1b7bb35faa34eac9690da4b561aa86f
9625,9625,73m3OYU7lG7irNbFjNipwF,Pop,0.798,0.496,3,-5.825,1,0.106,0.539,1.21e-06,0.408,0.448,111.055,183635,4,https://p.scdn.co/mp3-preview/c8befa65b338592dbf5e3a853edc97d39884d62d?cid=b1b7bb35faa34eac9690da4b561aa86f
9626,9626,7DSAEUvxU8FajXtRloy8M0,Pop,0.706,0.691,0,-4.775,1,0.0633,0.0584,6.99e-05,0.0232,0.632,118.048,200600,4,https://p.scdn.co/mp3-preview/5184d19d1b7fcc3e7c067e38af45a7cc80851440?cid=b1b7bb35faa34eac9690da4b561aa86f
9631,9631,5aIVCx5tnk0ntmdiinnYvw,Pop,0.673,0.722,3,-3.495,0,0.0755,0.0856,0.0,0.137,0.519,117.187,200256,4,https://p.scdn.co/mp3-preview/92479d43666b31ca72b7e2a4fad74568f98ee41e?cid=b1b7bb35faa34eac9690da4b561aa86f
9641,9641,43iIQbw5hx986dUEZbr3eN,Pop,0.664,0.405,1,-7.413,1,0.08,0.877,0.000765,0.11,0.743,81.89,169573,3,https://p.scdn.co/mp3-preview/3cdcd256d89b8634adc47aebbcf6db256e3b9978?cid=b1b7bb35faa34eac9690da4b561aa86f
9642,9642,4Dvkj6JhhA12EX05fT7y2e,Pop,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,167303,4,https://p.scdn.co/mp3-preview/c43dd07043b29e800c1a65b3a0102861fa3cf418?cid=b1b7bb35faa34eac9690da4b561aa86f
9652,9652,1ewzs8xG9P7wSZhpp8VCuy,Pop,0.492,0.688,10,-4.989,0,0.046,0.0724,0.0029,0.0881,0.316,123.069,222912,4,https://p.scdn.co/mp3-preview/1ca4c57472b3b432e5c521faf69cccabd17d17af?cid=b1b7bb35faa34eac9690da4b561aa86f
9668,9668,2eAvDnpXP5W0cVtiI0PUxV,Pop,0.609,0.692,1,-2.958,1,0.0259,0.0157,0.0,0.0864,0.454,116.959,233720,3,https://p.scdn.co/mp3-preview/3e55602bc286bc1fad9347931327e649ff9adfa1?cid=b1b7bb35faa34eac9690da4b561aa86f
9673,9673,0KKkJNfGyhkQ5aFogxQAPU,Pop,0.853,0.56,1,-4.961,1,0.0406,0.013,0.0,0.0944,0.86,134.066,206693,4,https://p.scdn.co/mp3-preview/93046e987d8c5bfdbeea2768ac1a8ecea17bd7e0?cid=b1b7bb35faa34eac9690da4b561aa86f
9702,9702,5uCax9HTNlzGybIStD3vDh,Pop,0.358,0.557,10,-7.398,1,0.059,0.695,0.0,0.0902,0.494,85.043,211467,4,https://p.scdn.co/mp3-preview/2eed95a3c08cd10669768ce60d1140f85ba8b951?cid=b1b7bb35faa34eac9690da4b561aa86f
9706,9706,6UelLqGlWMcVH1E5c4H7lY,Pop,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,174000,4,https://p.scdn.co/mp3-preview/824cd58da2e9a15eeaaa6746becc09093547a09b?cid=b1b7bb35faa34eac9690da4b561aa86f
9710,9710,7qiZfU4dY1lWllzX7mPBI3,Pop,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,233713,4,https://p.scdn.co/mp3-preview/7339548839a263fd721d01eb3364a848cad16fa7?cid=b1b7bb35faa34eac9690da4b561aa86f
9728,9728,3B54sVLJ402zGa6Xm4YGNe,Pop,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,233902,4,https://p.scdn.co/mp3-preview/f8d5e3c37feb980e60cac2df4256250d4b5cf5b5?cid=b1b7bb35faa34eac9690da4b561aa86f
9737,9737,2qxmye6gAegTMjLKEBoR3d,Pop,0.652,0.557,1,-5.714,0,0.0318,0.74,0.0,0.124,0.483,150.073,169354,4,https://p.scdn.co/mp3-preview/19007111a4e21096bcefef77842d7179f0cdf12a?cid=b1b7bb35faa34eac9690da4b561aa86f
9755,9755,7BKLCZ1jbUBVqRi2FVlTVw,Pop,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,244960,4,https://p.scdn.co/mp3-preview/cfd565c4d3c621771e6d25d99749b9fc200e396c?cid=b1b7bb35faa34eac9690da4b561aa86f
9763,9763,4l0RmWt52FxpVxMNni6i63,Pop,0.66,0.379,4,-9.357,1,0.0543,0.798,0.0,0.0913,0.0762,124.027,170227,4,https://p.scdn.co/mp3-preview/58f29d1e29100ef77247a4bf0fa22b2cc3528c3f?cid=b1b7bb35faa34eac9690da4b561aa86f
9776,9776,76OGwb5RA9h4FxQPT33ekc,Pop,0.565,0.636,0,-8.198,1,0.0638,0.107,9.9e-06,0.447,0.525,170.01,179551,4,https://p.scdn.co/mp3-preview/0a41500662a6b6223dcb026b20ef1437985574b8?cid=b1b7bb35faa34eac9690da4b561aa86f
9777,9777,7BqHUALzNBTanL6OvsqmC1,Pop,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.011,214290,4,https://p.scdn.co/mp3-preview/a23fe33122a12a302b97c443ab82473ce55df8fd?cid=b1b7bb35faa34eac9690da4b561aa86f
9782,9782,7ef4DlsgrMEH11cDZd32M6,Pop,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,214847,4,https://p.scdn.co/mp3-preview/0c09da1fe6f1da091c05057835e6be2312e2dc18?cid=b1b7bb35faa34eac9690da4b561aa86f
9783,9783,50nfwKoDiSYg8zOCREWAm5,Pop,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,207853,4,https://p.scdn.co/mp3-preview/08cec59d36ac30ae9ce1e2944f206251859844af?cid=b1b7bb35faa34eac9690da4b561aa86f
9786,9786,2L9N0zZnd37dwF0clgxMGI,Pop,0.516,0.322,9,-11.762,1,0.0292,0.473,0.00194,0.215,0.261,148.005,182888,3,https://p.scdn.co/mp3-preview/580782ffb17d468fe5d000bdf86cc07926ff9a5a?cid=b1b7bb35faa34eac9690da4b561aa86f
9788,9788,3Wrjm47oTz2sjIgck11l5e,Pop,0.714,0.8,11,-4.808,0,0.0504,0.127,0.0,0.359,0.589,134.002,211560,4,https://p.scdn.co/mp3-preview/39cd7cd4317a9e4c4fa1277a51eeadb2e300c7de?cid=b1b7bb35faa34eac9690da4b561aa86f
